标题,价格,面积,区域,链接
整租·罗山三村 1室1厅 南,4990 元/月,46.44㎡,浦东-金杨-罗山三村,https://sh.lianjia.com/zufang/SH1902207252333330432.html
整租·崇文路1851弄 2室1厅 北,3400 元/月,55.00㎡,嘉定-嘉定新城-崇文路1851弄,https://sh.lianjia.com/zufang/SH1844321558479241216.html
整租·东城花苑一村 2室1厅 南,2700 元/月,92.29㎡,浦东-惠南-东城花苑一村,https://sh.lianjia.com/zufang/SH1844360426649812992.html
整租·广苑小区 2室1厅 南,4450 元/月,62.53㎡,虹口-凉城-广苑小区,https://sh.lianjia.com/zufang/SH1844311803031453696.html
整租·泰兴路227弄 1室1厅 南,4500 元/月,25.50㎡,静安-南京西路-泰兴路227弄,https://sh.lianjia.com/zufang/SH1844278942760960000.html
整租·兆丰帝景苑 1室1厅 南,8300 元/月,57.22㎡,徐汇-徐家汇-兆丰帝景苑,https://sh.lianjia.com/zufang/SH1843949963864702976.html
整租·浦江宝邸 2室1厅 南,2800 元/月,78.49㎡,闵行-闵浦-浦江宝邸,https://sh.lianjia.com/zufang/SH1845044343178526720.html
整租·浦江花苑 3室2厅 南,5400 元/月,109.30㎡,闵行-老闵行-浦江花苑,https://sh.lianjia.com/zufang/SH1844943999991808000.html
整租·绿洲康城亲水湾(中央区) 2室1厅 南,5558 元/月,62.45㎡,浦东-御桥-绿洲康城亲水湾(中央区),https://sh.lianjia.com/zufang/SH1883230313744695296.html
整租·博山小区 2室1厅 南,8060 元/月,浦东-洋泾-博山小区,精选,https://sh.lianjia.com/zufang/SH1812166760288223232.html
整租·祥德新苑 1室1厅 南,4300 元/月,39.22㎡,虹口-鲁迅公园-祥德新苑,https://sh.lianjia.com/zufang/SH1846019900636659712.html
整租·镇宁路465弄 2室1厅 南,6200 元/月,31.20㎡,长宁-镇宁路-镇宁路465弄,https://sh.lianjia.com/zufang/SH1845752206335148032.html
整租·佳兆业8号(别墅) 3室2厅 复式 南,2800 元/月,156.90㎡,奉贤-庄行-佳兆业8号(别墅),https://sh.lianjia.com/zufang/SH1845805149570727936.html
整租·华师大一村 2室1厅 南,8130 元/月,普陀-长风-华师大一村,精选,https://sh.lianjia.com/zufang/SH1812512212334411776.html
整租·新弘墅园 4室2厅 复式 南/北,11000 元/月,180.47㎡,松江-莘闵别墅-新弘墅园,https://sh.lianjia.com/zufang/SH1848366818398306304.html
整租·石化十二村 2室1厅 南,1100 元/月,47.35㎡,金山-金山新城-石化十二村,https://sh.lianjia.com/zufang/SH1848641460547616768.html
整租·红梅小区(嘉定) 3室1厅 南,2500 元/月,87.75㎡,嘉定-安亭-红梅小区(嘉定),https://sh.lianjia.com/zufang/SH1848614492921921536.html
整租·上海青年城 1室1厅 南,4190 元/月,松江-九亭-上海青年城,精选,https://sh.lianjia.com/zufang/SH1812688608394477568.html
整租·同济华城 1室1厅 南,6590 元/月,闵行-古美-同济华城,精选,https://sh.lianjia.com/zufang/SH1812531820588171264.html
整租·泰安公寓一期 4室2厅 南,2000 元/月,205.27㎡,青浦-朱家角-泰安公寓一期,https://sh.lianjia.com/zufang/SH1848723090943508480.html
整租·静安紫苑 1室1厅 南,7000 元/月,43.05㎡,静安-南京西路-静安紫苑,https://sh.lianjia.com/zufang/SH1849391777253949440.html
整租·寿祥坊 2室1厅 南,5500 元/月,55.10㎡,徐汇-康健-寿祥坊,https://sh.lianjia.com/zufang/SH1849359063729569792.html
整租·嘉利豪园 3室2厅 南,9999 元/月,121.25㎡,长宁-西郊-嘉利豪园,https://sh.lianjia.com/zufang/SH1849312608113393664.html
整租·仁恒广场 3室2厅 西南,18000 元/月,152.94㎡,浦东-塘桥-仁恒广场,https://sh.lianjia.com/zufang/SH1849011246322417664.html
整租·菊泉新城(陆翔路678弄) 2室1厅 南,4300 元/月,76.96㎡,宝山-顾村-菊泉新城(陆翔路678弄),https://sh.lianjia.com/zufang/SH1848991498977148928.html
整租·上农二小区 1室1厅 南,4430 元/月,虹口-凉城-上农二小区,精选,https://sh.lianjia.com/zufang/SH1812559061145616384.html
整租·荣和怡景园 1室1厅 南,4830 元/月,49.21㎡,普陀-桃浦-荣和怡景园,https://sh.lianjia.com/zufang/SH1812161588015136768.html
整租·牌楼路41弄 1室0厅 南,4000 元/月,20.21㎡,黄浦-老西门-牌楼路41弄,https://sh.lianjia.com/zufang/SH1848989627847802880.html
整租·中国铁建花语江南 3室2厅 南/北,5500 元/月,96.23㎡,青浦-赵巷-中国铁建花语江南,https://sh.lianjia.com/zufang/SH1849064628840038400.html
整租·金厦苑 2室1厅 南,4000 元/月,77.39㎡,浦东-川沙-金厦苑,https://sh.lianjia.com/zufang/SH1849694791160299520.html
整租·龙湖霖珑公馆 1室1厅 东,3230 元/月,56.06㎡,嘉定-嘉定新城-龙湖霖珑公馆,https://sh.lianjia.com/zufang/SH1812486969553321984.html
整租·政通路285弄 1室1厅 南,3800 元/月,38.00㎡,杨浦-五角场-政通路285弄,https://sh.lianjia.com/zufang/SH1850145633990606848.html
整租·鞍山四村第三小区 1室1厅 南,4800 元/月,34.22㎡,杨浦-鞍山-鞍山四村第三小区,https://sh.lianjia.com/zufang/SH1850125929297215488.html
整租·佘山假日半岛 1室1厅 北,2960 元/月,34.74㎡,松江-佘山-佘山假日半岛,https://sh.lianjia.com/zufang/SH1812573204191903744.html
整租·鹤沙航城东茗苑 2室1厅 南,2800 元/月,75.00㎡,浦东-航头-鹤沙航城东茗苑,https://sh.lianjia.com/zufang/SH1850156359681572864.html
整租·流晶逸彩 3室2厅 南,13500 元/月,137.00㎡,闵行-金虹桥-流晶逸彩,https://sh.lianjia.com/zufang/SH1822219454918950912.html
整租·中大九里德(别墅) 4室2厅 复式 南/北,19000 元/月,184.49㎡,松江-九亭-中大九里德(别墅),https://sh.lianjia.com/zufang/SH1822615148825673728.html
整租·甜爱别墅(别墅) 5室2厅 复式 南,58000 元/月,300.00㎡,虹口-鲁迅公园-甜爱别墅(别墅),https://sh.lianjia.com/zufang/SH1822539268178837504.html
整租·绿洲香岛花园 3室2厅 南,8000 元/月,136.71㎡,松江-莘闵别墅-绿洲香岛花园,https://sh.lianjia.com/zufang/SH1823325792864567296.html
整租·寿德坊 2室1厅 南,6800 元/月,49.50㎡,徐汇-康健-寿德坊,https://sh.lianjia.com/zufang/SH1954410421020524544.html
整租·金融街融府 4室2厅 南/北,27800 元/月,142.64㎡,静安-不夜城-金融街融府,https://sh.lianjia.com/zufang/SH1954409636102668288.html
整租·保利西子湾 1室1厅 南,4590 元/月,松江-松江大学城-保利西子湾,精选,https://sh.lianjia.com/zufang/SH1904814768481370112.html
整租·兰园小区 2室1厅 南,5660 元/月,浦东-陆家嘴-兰园小区,精选,https://sh.lianjia.com/zufang/SH1905202460809494528.html
整租·绿地云峰名邸(公寓) 1室1厅 南/北,3100 元/月,49.00㎡,松江-松江大学城-绿地云峰名邸(公寓),https://sh.lianjia.com/zufang/SH1954409501335486464.html
整租·上南大厦 1室1厅 南,5300 元/月,59.65㎡,浦东-世博-上南大厦,https://sh.lianjia.com/zufang/SH1954403153092804608.html
整租·百兴花园 2室1厅 东南,7630 元/月,杨浦-东外滩-百兴花园,精选,https://sh.lianjia.com/zufang/SH1905639596608192512.html
整租·新福康里(公寓) 2室1厅 南/北,12000 元/月,67.60㎡,静安-南京西路-新福康里(公寓),https://sh.lianjia.com/zufang/SH1954403852480413696.html
整租·滴水湖馨苑一期 2室2厅 南,2900 元/月,78.87㎡,浦东-临港新城-滴水湖馨苑一期,https://sh.lianjia.com/zufang/SH1954401170852151296.html
整租·妙境一村 2室1厅 南,5300 元/月,76.65㎡,浦东-川沙-妙境一村,https://sh.lianjia.com/zufang/SH1954401244483158016.html
整租·虹祺花苑(公寓) 3室2厅 东南/西北,12000 元/月,145.37㎡,虹口-四川北路-虹祺花苑(公寓),https://sh.lianjia.com/zufang/SH1954400907500191744.html
整租·东礁一村 2室1厅 南,1300 元/月,52.42㎡,金山-金山新城-东礁一村,https://sh.lianjia.com/zufang/SH1954400733558210560.html
整租·星金家园 2室1厅 南,5000 元/月,81.26㎡,浦东-曹路-星金家园,https://sh.lianjia.com/zufang/SH1954400098284732416.html
整租·锦苑公寓 3室1厅 南,10000 元/月,88.09㎡,长宁-虹桥-锦苑公寓,https://sh.lianjia.com/zufang/SH1954410440381431808.html
整租·绿地新干线 3室1厅 南/北,4700 元/月,77.83㎡,闵行-颛桥-绿地新干线,https://sh.lianjia.com/zufang/SH1954410757412093952.html
整租·福苑小区 2室1厅 南,7500 元/月,80.51㎡,徐汇-田林-福苑小区,https://sh.lianjia.com/zufang/SH1954412801669726208.html
整租·金利公寓 1室1厅 南,5360 元/月,50.15㎡,浦东-唐镇-金利公寓,https://sh.lianjia.com/zufang/SH1954412294804865024.html
整租·局北村 2室1厅 南,6990 元/月,静安-西藏北路-局北村,精选,https://sh.lianjia.com/zufang/SH1905909058410381312.html
整租·凤城二村 1室1厅 南,4160 元/月,35.71㎡,杨浦-控江路-凤城二村,https://sh.lianjia.com/zufang/SH1904909127117701120.html
整租·海棠馨苑南区 2室1厅 南,4000 元/月,67.00㎡,青浦-徐泾-海棠馨苑南区,https://sh.lianjia.com/zufang/SH1954411156227489792.html
整租·中海寰宇天下 3室2厅 南,10500 元/月,99.98㎡,闵行-春申-中海寰宇天下,https://sh.lianjia.com/zufang/SH1954415989961523200.html
整租·东安四村 1室1厅 南,5500 元/月,39.25㎡,徐汇-徐家汇-东安四村,https://sh.lianjia.com/zufang/SH1954416706029879296.html
整租·天悦 2室1厅 南,13000 元/月,77.30㎡,徐汇-康健-天悦,https://sh.lianjia.com/zufang/SH1954418435018457088.html
整租·海棠苑 1室1厅 南,5030 元/月,37.00㎡,普陀-真如-海棠苑,https://sh.lianjia.com/zufang/SH1904870657691222016.html
整租·金桥新村四街坊 1室1厅 南,4090 元/月,41.66㎡,浦东-金桥-金桥新村四街坊,https://sh.lianjia.com/zufang/SH1904918916681957376.html
整租·中冶尚园 3室2厅 南,3700 元/月,89.72㎡,宝山-月浦-中冶尚园,https://sh.lianjia.com/zufang/SH1954419291369504768.html
整租·金杨七街坊 2室1厅 南,5230 元/月,57.00㎡,浦东-金杨-金杨七街坊,https://sh.lianjia.com/zufang/SH1905604522009427968.html
整租·长隆住宅小区 1室1厅 南,4690 元/月,36.75㎡,杨浦-周家嘴路-长隆住宅小区,https://sh.lianjia.com/zufang/SH1905906566603735040.html
整租·上农二小区 1室1厅 南,4330 元/月,33.08㎡,虹口-凉城-上农二小区,https://sh.lianjia.com/zufang/SH1905862852032331776.html
整租·上海阳城 3室1厅 南,6800 元/月,87.04㎡,闵行-梅陇-上海阳城,https://sh.lianjia.com/zufang/SH1954418349546930176.html
整租·大豪山林别墅 5室3厅 复式 南,45000 元/月,466.00㎡,青浦-徐泾-大豪山林别墅,https://sh.lianjia.com/zufang/SH1852256374965141504.html
整租·崂山二村 2室1厅 南,6590 元/月,浦东-梅园-崂山二村,精选,https://sh.lianjia.com/zufang/SH1863266858094821376.html
整租·永兴路973弄 1室1厅 南,5230 元/月,静安-不夜城-永兴路973弄,精选,https://sh.lianjia.com/zufang/SH1578224381962747904.html
整租·富力桃园(别墅) 5室2厅 南,30000 元/月,327.26㎡,青浦-盈浦-富力桃园(别墅),https://sh.lianjia.com/zufang/SH1852279668254703616.html
整租·万科金色里程(别墅) 4室2厅 复式 南,22000 元/月,352.30㎡,浦东-杨思前滩-万科金色里程(别墅),https://sh.lianjia.com/zufang/SH1852312033924481024.html
整租·朱家门小区 1室1厅 南,5030 元/月,浦东-金桥-朱家门小区,精选,https://sh.lianjia.com/zufang/SH1582504480971161600.html
整租·莘沥路18弄 3室1厅 南,4900 元/月,103.95㎡,闵行-莘庄北广场-莘沥路18弄,https://sh.lianjia.com/zufang/SH1853294462109745152.html
整租·上青佳园 2室1厅 西北,8930 元/月,普陀-长寿路-上青佳园,精选,https://sh.lianjia.com/zufang/SH1589059360246464512.html
整租·汇贤居 3室2厅 南,33000 元/月,164.08㎡,徐汇-衡山路-汇贤居,https://sh.lianjia.com/zufang/SH1853357666479374336.html
整租·黄山坊 2室1厅 南,6200 元/月,66.96㎡,虹口-凉城-黄山坊,https://sh.lianjia.com/zufang/SH1853345780501315584.html
整租·西郊宝成花苑 3室2厅 南/北,23000 元/月,224.06㎡,长宁-西郊-西郊宝成花苑,https://sh.lianjia.com/zufang/SH1853426728723021824.html
整租·宜浩佳园南区 2室2厅 南,2900 元/月,88.39㎡,浦东-临港新城-宜浩佳园南区,https://sh.lianjia.com/zufang/SH1854019077152964608.html
整租·御上海 1室1厅 南,4490 元/月,松江-松江大学城-御上海,精选,https://sh.lianjia.com/zufang/SH1673469033678110720.html
整租·济阳三村 2室1厅 南,4807 元/月,52.60㎡,浦东-世博-济阳三村,https://sh.lianjia.com/zufang/SH1863574835800571904.html
整租·衡山路696弄 1室1厅 南,8500 元/月,35.00㎡,徐汇-徐家汇-衡山路696弄,https://sh.lianjia.com/zufang/SH1854126628385325056.html
整租·保利叶语(别墅) 5室2厅 南/北,17500 元/月,236.96㎡,宝山-顾村-保利叶语(别墅),https://sh.lianjia.com/zufang/SH1854050503260897280.html
整租·银兆公寓 2室2厅 南,5090 元/月,65.00㎡,闵行-春申-银兆公寓,https://sh.lianjia.com/zufang/SH1582530893497499648.html
整租·中煌大厦 1室1厅 南,4990 元/月,42.00㎡,徐汇-龙华-中煌大厦,https://sh.lianjia.com/zufang/SH1586882924379111424.html
整租·合生朗廷 3室2厅 复式 南,8500 元/月,294.00㎡,青浦-赵巷-合生朗廷,https://sh.lianjia.com/zufang/SH1854528050717261824.html
整租·由由七村 2室1厅 南,6660 元/月,69.00㎡,浦东-北蔡-由由七村,https://sh.lianjia.com/zufang/SH1586517411937386496.html
整租·鼎新大楼(公寓) 5室1厅 南,18000 元/月,158.00㎡,徐汇-建国西路-鼎新大楼(公寓),https://sh.lianjia.com/zufang/SH1854471013497044992.html
整租·开元广场 4室2厅 南,12800 元/月,233.11㎡,松江-松江新城-开元广场,https://sh.lianjia.com/zufang/SH1854913347825172480.html
整租·四季雅苑(公寓) 4室2厅 复式 南,38000 元/月,257.49㎡,浦东-联洋-四季雅苑(公寓),https://sh.lianjia.com/zufang/SH1854872493647462400.html
整租·临港家园 3室2厅 南,4200 元/月,121.62㎡,浦东-临港新城-临港家园,https://sh.lianjia.com/zufang/SH1854835016110964736.html
整租·邮电新村 1室1厅 南,5660 元/月,44.00㎡,虹口-曲阳-邮电新村,https://sh.lianjia.com/zufang/SH1655247410676367360.html
整租·合生财富海景公馆 3室2厅 南,3300 元/月,94.03㎡,金山-金山新城-合生财富海景公馆,https://sh.lianjia.com/zufang/SH1855101088928104448.html
整租·名都城(公寓) 3室2厅 南/北,17800 元/月,137.99㎡,闵行-金虹桥-名都城(公寓),https://sh.lianjia.com/zufang/SH1855080709132124160.html
整租·翔殷路491弄 1室1厅 南,4700 元/月,37.27㎡,杨浦-黄兴公园-翔殷路491弄,https://sh.lianjia.com/zufang/SH1854778556672901120.html
整租·吉大公寓 2室2厅 南,13000 元/月,102.39㎡,黄浦-打浦桥-吉大公寓,https://sh.lianjia.com/zufang/SH1827952770200633344.html
整租·长寿新村(闵行) 3室1厅 南,4700 元/月,87.09㎡,闵行-莘庄南广场-长寿新村(闵行),https://sh.lianjia.com/zufang/SH1828340663603691520.html
整租·正阳世纪星城居礼苑 3室2厅 南,2900 元/月,101.29㎡,奉贤-南桥-正阳世纪星城居礼苑,https://sh.lianjia.com/zufang/SH1862723393594327040.html
整租·阳光城MODO自由区 1室1厅 南,4500 元/月,49.00㎡,浦东-高行-阳光城MODO自由区,https://sh.lianjia.com/zufang/SH1862717743392882688.html
整租·星纪元 1室1厅 南,5160 元/月,浦东-唐镇-星纪元,精选,https://sh.lianjia.com/zufang/SH1845074426308067328.html
整租·浦江宝邸 2室2厅 南,3500 元/月,88.00㎡,闵行-闵浦-浦江宝邸,https://sh.lianjia.com/zufang/SH1862452781747535872.html
整租·三友星墅(别墅) 5室2厅 南,15000 元/月,353.52㎡,青浦-华新-三友星墅(别墅),https://sh.lianjia.com/zufang/SH1862771242184998912.html
整租·管弄五六街坊 1室1厅 南,4690 元/月,普陀-光新-管弄五六街坊,精选,https://sh.lianjia.com/zufang/SH1847008157830742016.html
整租·一品漫城(五期) 2室2厅 西,6900 元/月,77.94㎡,闵行-浦江-一品漫城(五期),https://sh.lianjia.com/zufang/SH1862804129072545792.html
整租·慈爱公寓 2室2厅 东/东南,11500 元/月,95.83㎡,静安-曹家渡-慈爱公寓,https://sh.lianjia.com/zufang/SH1863115853222903808.html
整租·内江公寓 1室1厅 南,5160 元/月,杨浦-周家嘴路-内江公寓,精选,https://sh.lianjia.com/zufang/SH1845913325712441344.html
整租·第九城市(二期) 3室2厅 南,20000 元/月,147.83㎡,浦东-联洋-第九城市(二期),https://sh.lianjia.com/zufang/SH1863177684087996416.html
整租·金地艺境(松江) 3室2厅 南,5100 元/月,118.00㎡,松江-松江老城-金地艺境(松江),https://sh.lianjia.com/zufang/SH1863221909408186368.html
整租·康湾苑 3室1厅 南,6000 元/月,109.85㎡,浦东-康桥-康湾苑,https://sh.lianjia.com/zufang/SH1863465757866721280.html
整租·绿宝园 5室2厅 南,48000 元/月,375.14㎡,浦东-康桥-绿宝园,https://sh.lianjia.com/zufang/SH1864572552467185664.html
整租·报春一村 2室1厅 南,4630 元/月,闵行-莘庄北广场-报春一村,精选,https://sh.lianjia.com/zufang/SH1845955983591866368.html
整租·瑞和华苑南区 2室2厅 南/北,3200 元/月,82.50㎡,闵行-闵浦-瑞和华苑南区,https://sh.lianjia.com/zufang/SH1864580410034356224.html
整租·香梅花园 1室2厅 南,9000 元/月,105.56㎡,浦东-杨东-香梅花园,https://sh.lianjia.com/zufang/SH1864531110428409856.html
整租·佳木斯路268号 1室1厅 南,4759 元/月,杨浦-黄兴公园-佳木斯路268号,精选,https://sh.lianjia.com/zufang/SH1846414153409888256.html
整租·绿城玉兰花园(一期御园) 4室2厅 南,25000 元/月,246.25㎡,浦东-唐镇-绿城玉兰花园(一期御园),https://sh.lianjia.com/zufang/SH1864268778552950784.html
整租·世盟壹天地 1室1厅 西,3260 元/月,嘉定-南翔-世盟壹天地,精选,https://sh.lianjia.com/zufang/SH1846540713362194432.html
整租·金水佳苑 3室2厅 南,1900 元/月,138.00㎡,奉贤-南桥-金水佳苑,https://sh.lianjia.com/zufang/SH1864222695835566080.html
整租·南方新村 2室1厅 南,6030 元/月,闵行-古美-南方新村,精选,https://sh.lianjia.com/zufang/SH1846417187883974656.html
整租·高行绿洲(五期) 1室1厅 南,4889 元/月,54.21㎡,浦东-高行-高行绿洲(五期),https://sh.lianjia.com/zufang/SH1846978762466394112.html
整租·阳光城魔都 1室2厅 北,5500 元/月,44.22㎡,浦东-唐镇-阳光城魔都,https://sh.lianjia.com/zufang/SH1610495818601594880.html
